datetime,lake,depth,variable,unit,observation
5/9/1995 0:00,Mendota,0,do,MilliGM-PER-L,13.2
5/9/1995 0:00,Mendota,1,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,2,do,MilliGM-PER-L,13.2
5/9/1995 0:00,Mendota,3,do,MilliGM-PER-L,13.2
5/9/1995 0:00,Mendota,4,do,MilliGM-PER-L,13.2
5/9/1995 0:00,Mendota,5,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,6,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,7,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,8,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,9,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,10,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,11,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,12,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,13,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,14,do,MilliGM-PER-L,13
5/9/1995 0:00,Mendota,15,do,MilliGM-PER-L,13
5/9/1995 0:00,Mendota,16,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,17,do,MilliGM-PER-L,13
5/9/1995 0:00,Mendota,18,do,MilliGM-PER-L,13
5/9/1995 0:00,Mendota,20,do,MilliGM-PER-L,13
5/9/1995 0:00,Mendota,21,do,MilliGM-PER-L,12.9
5/9/1995 0:00,Mendota,22,do,MilliGM-PER-L,13.1
5/9/1995 0:00,Mendota,23,do,MilliGM-PER-L,13
5/23/1995 0:00,Mendota,0,do,MilliGM-PER-L,9.2
5/23/1995 0:00,Mendota,1,do,MilliGM-PER-L,9.2
5/23/1995 0:00,Mendota,2,do,MilliGM-PER-L,9.3
5/23/1995 0:00,Mendota,3,do,MilliGM-PER-L,9.3
5/23/1995 0:00,Mendota,4,do,MilliGM-PER-L,9.5
5/23/1995 0:00,Mendota,5,do,MilliGM-PER-L,9.6
5/23/1995 0:00,Mendota,6,do,MilliGM-PER-L,9.6
5/23/1995 0:00,Mendota,7,do,MilliGM-PER-L,9.5
5/23/1995 0:00,Mendota,8,do,MilliGM-PER-L,9.4
5/23/1995 0:00,Mendota,9,do,MilliGM-PER-L,9.2
5/23/1995 0:00,Mendota,10,do,MilliGM-PER-L,9.1
5/23/1995 0:00,Mendota,11,do,MilliGM-PER-L,9.1
5/23/1995 0:00,Mendota,12,do,MilliGM-PER-L,9.1
5/23/1995 0:00,Mendota,13,do,MilliGM-PER-L,9
5/23/1995 0:00,Mendota,14,do,MilliGM-PER-L,8.9
5/23/1995 0:00,Mendota,15,do,MilliGM-PER-L,9.3
5/23/1995 0:00,Mendota,16,do,MilliGM-PER-L,9.3
5/23/1995 0:00,Mendota,17,do,MilliGM-PER-L,9.1
5/23/1995 0:00,Mendota,18,do,MilliGM-PER-L,9
5/23/1995 0:00,Mendota,19,do,MilliGM-PER-L,7.3
5/23/1995 0:00,Mendota,20,do,MilliGM-PER-L,8.3
5/23/1995 0:00,Mendota,21.5,do,MilliGM-PER-L,8.4
5/23/1995 0:00,Mendota,22,do,MilliGM-PER-L,8
5/23/1995 0:00,Mendota,22.5,do,MilliGM-PER-L,7.4
6/6/1995 0:00,Mendota,0,do,MilliGM-PER-L,10.1
6/6/1995 0:00,Mendota,1,do,MilliGM-PER-L,10.1
6/6/1995 0:00,Mendota,2,do,MilliGM-PER-L,10.3
6/6/1995 0:00,Mendota,3,do,MilliGM-PER-L,10.3
6/6/1995 0:00,Mendota,4,do,MilliGM-PER-L,10.2
6/6/1995 0:00,Mendota,5,do,MilliGM-PER-L,9.4
6/6/1995 0:00,Mendota,6,do,MilliGM-PER-L,9.2
6/6/1995 0:00,Mendota,7,do,MilliGM-PER-L,9.5
6/6/1995 0:00,Mendota,8,do,MilliGM-PER-L,9.1
6/6/1995 0:00,Mendota,9,do,MilliGM-PER-L,8.9
6/6/1995 0:00,Mendota,10,do,MilliGM-PER-L,9
6/6/1995 0:00,Mendota,11,do,MilliGM-PER-L,8.5
6/6/1995 0:00,Mendota,12,do,MilliGM-PER-L,7.7
6/6/1995 0:00,Mendota,13,do,MilliGM-PER-L,6.8
6/6/1995 0:00,Mendota,14,do,MilliGM-PER-L,5.9
6/6/1995 0:00,Mendota,15,do,MilliGM-PER-L,5.8
6/6/1995 0:00,Mendota,16,do,MilliGM-PER-L,4.9
6/6/1995 0:00,Mendota,17,do,MilliGM-PER-L,4.7
6/6/1995 0:00,Mendota,18,do,MilliGM-PER-L,3.5
6/6/1995 0:00,Mendota,19,do,MilliGM-PER-L,3.2
6/6/1995 0:00,Mendota,20,do,MilliGM-PER-L,2
6/6/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.9
6/6/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.6
6/6/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.5
6/6/1995 0:00,Mendota,24,do,MilliGM-PER-L,0.3
6/21/1995 0:00,Mendota,0,do,MilliGM-PER-L,12.8
6/21/1995 0:00,Mendota,1,do,MilliGM-PER-L,15.6
6/21/1995 0:00,Mendota,2,do,MilliGM-PER-L,18.2
6/21/1995 0:00,Mendota,3,do,MilliGM-PER-L,15.1
6/21/1995 0:00,Mendota,4,do,MilliGM-PER-L,13
6/21/1995 0:00,Mendota,5,do,MilliGM-PER-L,9.7
6/21/1995 0:00,Mendota,6,do,MilliGM-PER-L,8.1
6/21/1995 0:00,Mendota,7,do,MilliGM-PER-L,7
6/21/1995 0:00,Mendota,8,do,MilliGM-PER-L,6.3
6/21/1995 0:00,Mendota,9,do,MilliGM-PER-L,6.2
6/21/1995 0:00,Mendota,10,do,MilliGM-PER-L,5.5
6/21/1995 0:00,Mendota,11,do,MilliGM-PER-L,5.1
6/21/1995 0:00,Mendota,12,do,MilliGM-PER-L,4.7
6/21/1995 0:00,Mendota,13,do,MilliGM-PER-L,3.8
6/21/1995 0:00,Mendota,14,do,MilliGM-PER-L,3.3
6/21/1995 0:00,Mendota,15,do,MilliGM-PER-L,1.6
7/6/1995 0:00,Mendota,0,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,1,do,MilliGM-PER-L,8
7/6/1995 0:00,Mendota,2,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,3,do,MilliGM-PER-L,8
7/6/1995 0:00,Mendota,4,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,5,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,6,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,7,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,8,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,9,do,MilliGM-PER-L,8
7/6/1995 0:00,Mendota,10,do,MilliGM-PER-L,8.1
7/6/1995 0:00,Mendota,11,do,MilliGM-PER-L,7.9
7/6/1995 0:00,Mendota,12,do,MilliGM-PER-L,2.2
7/6/1995 0:00,Mendota,13,do,MilliGM-PER-L,1.8
7/6/1995 0:00,Mendota,14,do,MilliGM-PER-L,0.6
7/6/1995 0:00,Mendota,15,do,MilliGM-PER-L,0.3
7/6/1995 0:00,Mendota,16,do,MilliGM-PER-L,0.2
7/6/1995 0:00,Mendota,17,do,MilliGM-PER-L,0.3
7/6/1995 0:00,Mendota,18,do,MilliGM-PER-L,0.1
7/6/1995 0:00,Mendota,19,do,MilliGM-PER-L,0.1
7/6/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.1
7/6/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.1
7/6/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.1
7/6/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.1
7/6/1995 0:00,Mendota,24,do,MilliGM-PER-L,0.1
7/6/1995 0:00,Mendota,25,do,MilliGM-PER-L,0.1
7/18/1995 0:00,Mendota,0,do,MilliGM-PER-L,8.1
7/18/1995 0:00,Mendota,1,do,MilliGM-PER-L,8.1
7/18/1995 0:00,Mendota,2,do,MilliGM-PER-L,8.1
7/18/1995 0:00,Mendota,3,do,MilliGM-PER-L,8.1
7/18/1995 0:00,Mendota,4,do,MilliGM-PER-L,8.1
7/18/1995 0:00,Mendota,5,do,MilliGM-PER-L,8.1
7/18/1995 0:00,Mendota,6,do,MilliGM-PER-L,8.1
7/18/1995 0:00,Mendota,7,do,MilliGM-PER-L,8
7/18/1995 0:00,Mendota,8,do,MilliGM-PER-L,8
7/18/1995 0:00,Mendota,9,do,MilliGM-PER-L,2.3
7/18/1995 0:00,Mendota,10,do,MilliGM-PER-L,1
7/18/1995 0:00,Mendota,11,do,MilliGM-PER-L,0.5
7/18/1995 0:00,Mendota,12,do,MilliGM-PER-L,0.5
7/18/1995 0:00,Mendota,13,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,14,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,15,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,16,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,17,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,18,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,19,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.4
7/18/1995 0:00,Mendota,24,do,MilliGM-PER-L,0.4
8/2/1995 0:00,Mendota,0,do,MilliGM-PER-L,7.2
8/2/1995 0:00,Mendota,1,do,MilliGM-PER-L,7.1
8/2/1995 0:00,Mendota,2,do,MilliGM-PER-L,7.1
8/2/1995 0:00,Mendota,3,do,MilliGM-PER-L,7.1
8/2/1995 0:00,Mendota,4,do,MilliGM-PER-L,7.1
8/2/1995 0:00,Mendota,5,do,MilliGM-PER-L,7.1
8/2/1995 0:00,Mendota,6,do,MilliGM-PER-L,7
8/2/1995 0:00,Mendota,7,do,MilliGM-PER-L,1.5
8/2/1995 0:00,Mendota,8,do,MilliGM-PER-L,0.6
8/2/1995 0:00,Mendota,9,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,9.5,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,10,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,10.5,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,11,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,11.5,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,12,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,12.5,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,13,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,13.5,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,14,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,15,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,16,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,17,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,18,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,19,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,24,do,MilliGM-PER-L,0.2
8/2/1995 0:00,Mendota,24.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,0,do,MilliGM-PER-L,7.5
8/14/1995 0:00,Mendota,1,do,MilliGM-PER-L,7.6
8/14/1995 0:00,Mendota,2,do,MilliGM-PER-L,7.5
8/14/1995 0:00,Mendota,3,do,MilliGM-PER-L,7.5
8/14/1995 0:00,Mendota,4,do,MilliGM-PER-L,7.4
8/14/1995 0:00,Mendota,5,do,MilliGM-PER-L,7.3
8/14/1995 0:00,Mendota,6,do,MilliGM-PER-L,7.1
8/14/1995 0:00,Mendota,7,do,MilliGM-PER-L,2
8/14/1995 0:00,Mendota,7.5,do,MilliGM-PER-L,0.5
8/14/1995 0:00,Mendota,8,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,8.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,9,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,9.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,10,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,10.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,11,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,11.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,12,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,12.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,13,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,13.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,14,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,14.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,15,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,15.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,16,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,16.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,17,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,17.5,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,18,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,19,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.2
8/14/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.2
8/30/1995 0:00,Mendota,0,do,MilliGM-PER-L,8.3
8/30/1995 0:00,Mendota,1,do,MilliGM-PER-L,7.9
8/30/1995 0:00,Mendota,2,do,MilliGM-PER-L,7.8
8/30/1995 0:00,Mendota,3,do,MilliGM-PER-L,7.7
8/30/1995 0:00,Mendota,4,do,MilliGM-PER-L,7.6
8/30/1995 0:00,Mendota,5,do,MilliGM-PER-L,7.5
8/30/1995 0:00,Mendota,6,do,MilliGM-PER-L,7.4
8/30/1995 0:00,Mendota,7,do,MilliGM-PER-L,7.4
8/30/1995 0:00,Mendota,8,do,MilliGM-PER-L,6.6
8/30/1995 0:00,Mendota,8.5,do,MilliGM-PER-L,3.7
8/30/1995 0:00,Mendota,9,do,MilliGM-PER-L,0.8
8/30/1995 0:00,Mendota,9.5,do,MilliGM-PER-L,0.6
8/30/1995 0:00,Mendota,10,do,MilliGM-PER-L,0.5
8/30/1995 0:00,Mendota,10.5,do,MilliGM-PER-L,0.5
8/30/1995 0:00,Mendota,11,do,MilliGM-PER-L,0.5
8/30/1995 0:00,Mendota,11.5,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,12,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,12.5,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,13,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,14,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,15,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,16,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,17,do,MilliGM-PER-L,0.4
8/30/1995 0:00,Mendota,18,do,MilliGM-PER-L,0.3
8/30/1995 0:00,Mendota,19,do,MilliGM-PER-L,0.3
8/30/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.3
8/30/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.3
8/30/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.3
8/30/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.3
8/30/1995 0:00,Mendota,24,do,MilliGM-PER-L,0.3
9/11/1995 0:00,Mendota,0,do,MilliGM-PER-L,7.8
9/11/1995 0:00,Mendota,1,do,MilliGM-PER-L,7.6
9/11/1995 0:00,Mendota,2,do,MilliGM-PER-L,7.5
9/11/1995 0:00,Mendota,3,do,MilliGM-PER-L,7.4
9/11/1995 0:00,Mendota,4,do,MilliGM-PER-L,7.4
9/11/1995 0:00,Mendota,5,do,MilliGM-PER-L,7.4
9/11/1995 0:00,Mendota,6,do,MilliGM-PER-L,7.3
9/11/1995 0:00,Mendota,7,do,MilliGM-PER-L,7.3
9/11/1995 0:00,Mendota,8,do,MilliGM-PER-L,7.3
9/11/1995 0:00,Mendota,9,do,MilliGM-PER-L,7.2
9/11/1995 0:00,Mendota,10,do,MilliGM-PER-L,7.2
9/11/1995 0:00,Mendota,10.5,do,MilliGM-PER-L,7.1
9/11/1995 0:00,Mendota,11,do,MilliGM-PER-L,0.3
9/11/1995 0:00,Mendota,11.5,do,MilliGM-PER-L,0.3
9/11/1995 0:00,Mendota,12,do,MilliGM-PER-L,0.3
9/11/1995 0:00,Mendota,12.5,do,MilliGM-PER-L,0.3
9/11/1995 0:00,Mendota,13,do,MilliGM-PER-L,0.3
9/11/1995 0:00,Mendota,13.5,do,MilliGM-PER-L,0.3
9/11/1995 0:00,Mendota,14,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,14.5,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,15,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,15.5,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,16,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,17,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,18,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,19,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.2
9/11/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.2
9/25/1995 0:00,Mendota,0,do,MilliGM-PER-L,8
9/25/1995 0:00,Mendota,1,do,MilliGM-PER-L,7.7
9/25/1995 0:00,Mendota,2,do,MilliGM-PER-L,7.7
9/25/1995 0:00,Mendota,3,do,MilliGM-PER-L,7.8
9/25/1995 0:00,Mendota,4,do,MilliGM-PER-L,7.8
9/25/1995 0:00,Mendota,5,do,MilliGM-PER-L,7.7
9/25/1995 0:00,Mendota,6,do,MilliGM-PER-L,7.7
9/25/1995 0:00,Mendota,7,do,MilliGM-PER-L,7.6
9/25/1995 0:00,Mendota,8,do,MilliGM-PER-L,7.6
9/25/1995 0:00,Mendota,9,do,MilliGM-PER-L,7.6
9/25/1995 0:00,Mendota,10,do,MilliGM-PER-L,7.6
9/25/1995 0:00,Mendota,11,do,MilliGM-PER-L,7.6
9/25/1995 0:00,Mendota,12,do,MilliGM-PER-L,7.4
9/25/1995 0:00,Mendota,13,do,MilliGM-PER-L,7.3
9/25/1995 0:00,Mendota,13.5,do,MilliGM-PER-L,3.4
9/25/1995 0:00,Mendota,14,do,MilliGM-PER-L,0.4
9/25/1995 0:00,Mendota,14.5,do,MilliGM-PER-L,0.2
9/25/1995 0:00,Mendota,15,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,16,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,17,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,18,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,19,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.3
9/25/1995 0:00,Mendota,23,do,MilliGM-PER-L,0.2
9/25/1995 0:00,Mendota,24,do,MilliGM-PER-L,0.2
10/11/1995 0:00,Mendota,0,do,MilliGM-PER-L,8.1
10/11/1995 0:00,Mendota,1,do,MilliGM-PER-L,8
10/11/1995 0:00,Mendota,2,do,MilliGM-PER-L,8
10/11/1995 0:00,Mendota,3,do,MilliGM-PER-L,7.9
10/11/1995 0:00,Mendota,4,do,MilliGM-PER-L,7.9
10/11/1995 0:00,Mendota,5,do,MilliGM-PER-L,7.8
10/11/1995 0:00,Mendota,6,do,MilliGM-PER-L,7.8
10/11/1995 0:00,Mendota,7,do,MilliGM-PER-L,7.8
10/11/1995 0:00,Mendota,8,do,MilliGM-PER-L,7.7
10/11/1995 0:00,Mendota,9,do,MilliGM-PER-L,7.6
10/11/1995 0:00,Mendota,10,do,MilliGM-PER-L,7.6
10/11/1995 0:00,Mendota,11,do,MilliGM-PER-L,7.6
10/11/1995 0:00,Mendota,12,do,MilliGM-PER-L,7.5
10/11/1995 0:00,Mendota,13,do,MilliGM-PER-L,7.5
10/11/1995 0:00,Mendota,14,do,MilliGM-PER-L,7.5
10/11/1995 0:00,Mendota,15,do,MilliGM-PER-L,7.5
10/11/1995 0:00,Mendota,16,do,MilliGM-PER-L,7.5
10/11/1995 0:00,Mendota,17,do,MilliGM-PER-L,7.5
10/11/1995 0:00,Mendota,18,do,MilliGM-PER-L,7.4
10/11/1995 0:00,Mendota,19,do,MilliGM-PER-L,7.4
10/11/1995 0:00,Mendota,19.5,do,MilliGM-PER-L,0.3
10/11/1995 0:00,Mendota,20,do,MilliGM-PER-L,0.3
10/11/1995 0:00,Mendota,20.5,do,MilliGM-PER-L,0.3
10/11/1995 0:00,Mendota,21,do,MilliGM-PER-L,0.3
10/11/1995 0:00,Mendota,21.5,do,MilliGM-PER-L,0.3
10/11/1995 0:00,Mendota,22,do,MilliGM-PER-L,0.3
10/11/1995 0:00,Mendota,22.5,do,MilliGM-PER-L,0.2
10/25/1995 0:00,Mendota,0,do,MilliGM-PER-L,8.8
10/25/1995 0:00,Mendota,1,do,MilliGM-PER-L,8.7
10/25/1995 0:00,Mendota,2,do,MilliGM-PER-L,8.7
10/25/1995 0:00,Mendota,3,do,MilliGM-PER-L,8.6
10/25/1995 0:00,Mendota,4,do,MilliGM-PER-L,8.6
10/25/1995 0:00,Mendota,5,do,MilliGM-PER-L,8.6
10/25/1995 0:00,Mendota,6,do,MilliGM-PER-L,8.6
10/25/1995 0:00,Mendota,7,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,8,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,9,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,10,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,11,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,12,do,MilliGM-PER-L,8.4
10/25/1995 0:00,Mendota,13,do,MilliGM-PER-L,8.4
10/25/1995 0:00,Mendota,14,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,15,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,16,do,MilliGM-PER-L,8.4
10/25/1995 0:00,Mendota,17,do,MilliGM-PER-L,8.4
10/25/1995 0:00,Mendota,18,do,MilliGM-PER-L,8.4
10/25/1995 0:00,Mendota,19,do,MilliGM-PER-L,8.4
10/25/1995 0:00,Mendota,20,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,21,do,MilliGM-PER-L,8.5
10/25/1995 0:00,Mendota,22,do,MilliGM-PER-L,8.4
11/10/1995 0:00,Mendota,0,do,MilliGM-PER-L,11.5
11/10/1995 0:00,Mendota,1,do,MilliGM-PER-L,11.5
11/10/1995 0:00,Mendota,2,do,MilliGM-PER-L,11.4
11/10/1995 0:00,Mendota,3,do,MilliGM-PER-L,11.4
11/10/1995 0:00,Mendota,4,do,MilliGM-PER-L,11.3
11/10/1995 0:00,Mendota,5,do,MilliGM-PER-L,11.9
11/10/1995 0:00,Mendota,6,do,MilliGM-PER-L,11.2
11/10/1995 0:00,Mendota,7,do,MilliGM-PER-L,11.2
11/10/1995 0:00,Mendota,8,do,MilliGM-PER-L,11.2
11/10/1995 0:00,Mendota,9,do,MilliGM-PER-L,11.2
11/10/1995 0:00,Mendota,10,do,MilliGM-PER-L,11.1
11/10/1995 0:00,Mendota,11,do,MilliGM-PER-L,11.1
11/10/1995 0:00,Mendota,12,do,MilliGM-PER-L,11.1
11/10/1995 0:00,Mendota,13,do,MilliGM-PER-L,11.1
11/10/1995 0:00,Mendota,14,do,MilliGM-PER-L,11.1
11/10/1995 0:00,Mendota,15,do,MilliGM-PER-L,11.1
11/10/1995 0:00,Mendota,16,do,MilliGM-PER-L,11.1
11/10/1995 0:00,Mendota,17,do,MilliGM-PER-L,11
11/10/1995 0:00,Mendota,18,do,MilliGM-PER-L,11
11/10/1995 0:00,Mendota,19,do,MilliGM-PER-L,11
11/10/1995 0:00,Mendota,20,do,MilliGM-PER-L,11
11/10/1995 0:00,Mendota,21,do,MilliGM-PER-L,11
11/10/1995 0:00,Mendota,22,do,MilliGM-PER-L,11
11/10/1995 0:00,Mendota,23,do,MilliGM-PER-L,8.9
12/6/1995 0:00,Mendota,0,do,MilliGM-PER-L,11.6
12/6/1995 0:00,Mendota,4,do,MilliGM-PER-L,11.3
4/9/1996 0:00,Mendota,0,do,MilliGM-PER-L,15.4
4/9/1996 0:00,Mendota,1,do,MilliGM-PER-L,15.5
4/9/1996 0:00,Mendota,2,do,MilliGM-PER-L,15.5
4/9/1996 0:00,Mendota,3,do,MilliGM-PER-L,15.5
4/9/1996 0:00,Mendota,4,do,MilliGM-PER-L,15.5
4/9/1996 0:00,Mendota,5,do,MilliGM-PER-L,15.5
4/9/1996 0:00,Mendota,6,do,MilliGM-PER-L,15.4
4/9/1996 0:00,Mendota,7,do,MilliGM-PER-L,15.3
4/9/1996 0:00,Mendota,8,do,MilliGM-PER-L,15
4/9/1996 0:00,Mendota,9,do,MilliGM-PER-L,14.9
4/9/1996 0:00,Mendota,10,do,MilliGM-PER-L,14.8
4/9/1996 0:00,Mendota,11,do,MilliGM-PER-L,14.8
4/9/1996 0:00,Mendota,12,do,MilliGM-PER-L,14.8
4/9/1996 0:00,Mendota,13,do,MilliGM-PER-L,14.8
4/9/1996 0:00,Mendota,14,do,MilliGM-PER-L,14.6
4/9/1996 0:00,Mendota,15,do,MilliGM-PER-L,14.6
4/9/1996 0:00,Mendota,16,do,MilliGM-PER-L,14.6
4/9/1996 0:00,Mendota,17,do,MilliGM-PER-L,14.6
4/9/1996 0:00,Mendota,18,do,MilliGM-PER-L,14.6
4/9/1996 0:00,Mendota,19,do,MilliGM-PER-L,13.9
4/9/1996 0:00,Mendota,20,do,MilliGM-PER-L,13.9
4/17/1996 0:00,Mendota,0,do,MilliGM-PER-L,13.9
4/17/1996 0:00,Mendota,1,do,MilliGM-PER-L,14
4/17/1996 0:00,Mendota,2,do,MilliGM-PER-L,14
4/17/1996 0:00,Mendota,3,do,MilliGM-PER-L,14
4/17/1996 0:00,Mendota,4,do,MilliGM-PER-L,14
4/17/1996 0:00,Mendota,5,do,MilliGM-PER-L,14
4/17/1996 0:00,Mendota,6,do,MilliGM-PER-L,14
4/17/1996 0:00,Mendota,7,do,MilliGM-PER-L,13.9
4/17/1996 0:00,Mendota,8,do,MilliGM-PER-L,13.9
4/17/1996 0:00,Mendota,9,do,MilliGM-PER-L,13.9
